brand_id,brand_name,company,is_tbwa_client,category
166,Emperador,Emperador Distillers,FALSE,Alcohol
167,Alfonso,Emperador Distillers,FALSE,Alcohol
168,The Bar,Destileria Limtuaco,FALSE,Alcohol
169,White Castle,Destileria Limtuaco,FALSE,Alcohol
170,Nature Spring,Universal Robina,FALSE,Beverage
171,Wilkins,Coca-Cola,FALSE,Beverage
172,Le Minerale,Mayora,FALSE,Beverage
173,SM Bonus,SM Markets,FALSE,Rice
174,Harvester's,NFA,FALSE,Rice
175,Ganador,Local Mills,FALSE,Rice
176,Waling-Waling,Victorias Milling,FALSE,Sugar
177,M Sugar,Central Azucarera,FALSE,Sugar
